,Final_text,Category
6570,art alert michelle round jazz project cairo room art space project feature jazz vocalist michelle round keyboardist bassem mofeed percussionist ayman mabrouk,Art
6571,art alert jordan random house palestine tamer abu ghazaleh perform cairo concert part elgenainas vibrant september programme,Art
6572,egyptian soprano fatma said among bbc radio 3 2016 new generation artist fatma said first musician egypt arab world selected scheme promote musical talent,Art
6573,programme music traditional handicraft merge beyt elsinnaris festival 8 day concert held parallel sixth traditional art festival,Art
6574,cairo london exchange artist joint festival masafat twopart festival includes fourday lineup city,Art
6575,art alert india santoor musician perform four egyptian city fourmember santoor instrumental music group begin egypt tour performance bibliotheca alexandrina visiting cairo minya beni suef,Art
6576,enough alexandria lebanese musician rima khcheich bridge past present fusing jazz traditional musical genre muwashahat rima khcheich beckoned audience beautiful trance concert bibliotheca alexandrina 26 august,Art
6577,beyonce storm video music award rihanna get lifetime award,Art
6578,hundred bid farewell belgian jazz legend thielemans,Art
6579,iraq youth orchestra musical dream shattered,Art
6580,sarajevo chamber music festival organize house concert,Art
6581,malaysian rapper remanded insulting islam,Art
6582,canada celebrates mourns rocker tragically hip say goodbye,Art
6583,connoisseur love tunisian diva ghalia benali enthralls cairo historic citadel benali performed full house 18 august part year citadel festival music singing,Art
6584,art alert ukranian singer svetlana loboda perform sharm elsheikh,Art
6585,egypt eskenderella palestine yalalan revisit sheikh imam classic ya falastinia song produced independent palestinian producer samer jaradat released youtube 16 august,Art
6586,art alert abba show featuring original musician staged egypt first time iconic pop band disbanded 1982 decade topping music chart,Art
6587,adele wont sing super bowl show music,Art
6588,art alert poetry music evening featuring poet amin haddad eskenderella band “ el waqt saraqna ” time ran bring arabic poetry music heart cairo zamalek,Art
6589,following concert egypt lebanon oud master marcel khalife perform jordan khalife perform part year jordan festival,Art
6590,le petits chat open egypt citadel festival music singing le petits chat reunion citadel include sadek gallini sobhi bidair pino phares wagdi francis ezzat abo ouf,Art
6591,dubai look boost cultural life ultramodern opera house,Art
6592,art alert sorour project band cairo darb 1718 sorour alexandrian band founded 2013,Art
6593,art alert lebanese singer tania saleh perform cairo alexandria joining saleh stage concert egyptian musician founder eskenderella band hazem shaheen,Art
6594,wholesome brass elnafikha band introduces new recipe egypt music fan short time unique flavour el nafikha brass quintet generated interest appreciation every generation egyptian audience,Art
6595,art alert lebanese musician rima khcheich perform bibliotheca alexandrina intl summer festival khcheich last performed cairo 7th annual cairo jazz festival october 2015,Art
6596,art alert awtar quartet hold rooftop concert darb 1718 ensemble brought selection classical tango arabic music cairo alrabaa cultural centre last july,Art
6597,brazil rapper voice latin housemaid suffering,Art
6598,swedishsyrian faia younan sings levant warmth egypt younan performed cairo opera house 2 august scheduled hold second concert thursday 4 august bibliotheca alexandrinas openair theatre,Art
6599,egypt armenian choir arax participate international festival yerevan arax take part panarmenian festival held yerevan armenian city sing alongside several international choir,Art
6600,art alert shokran jazzilan eftekasat get jazzy elgenaina theatre jazz concert third elgenainas august lineup,Art
6601,programme citadel festival music singing celebrates silver jubilee annual summer festival host 33 concert 17 day,Art
6602,art alert almena darwasha elgenaina theatre concert part elgenaina theatre vibrant august programme,Art
6603,audience cairo ’ elgenaina cheer musician maryam saleh zeid hamdan ahram online followed maryam saleh zeid hamdan cairo concert 29 july,Art
6604,beirut alexandria oud virtuoso marcel khalife sings love transcends border famed lebanese oud master opened 14th edition bibliotheca alexandrinas intl summer festival mesmeric concert held 29 july,Art
6605,finnish composer einojuhani rautavaara dead age 87,Art
6606,rock becomes collateral victim yugoslav breakup,Art
6607,photo el nafikha brass quintet brings old new tune cairo audience band performed cairo el sawy culturewheel monday,Art
6608,swedish tarabband announce arab world tour band founded 2007 music draw influence around world including middle eastern nordic folk traditional music well jazz persian latin,Art
6609,art alert syrianswedish singer faia younan hold concert cairo alexandria younan embarked music vocation age 19,Art
6610,wagner bayreuth opera festival open attack put germany edge,Art
6611,final countdown egypt damanhour opera summer festival damanhour summer activity programme take place 29 july 6 august,Art
6612,russia bolshoi ballet mark 60th anniversary landmark london visit,Art
6613,countdown 14th bibliotheca alexandrina festival opening marcel khalife concert festival kick 29 july continue six week bringing performer egypt international scene alexandria,Art
6614,israel refuse eskenderella member entry palestine concert cancelled band scheduled hold two concert part year palestine international festival music dance,Art
6615,germany security fear loom bayreuth opera festival,Art
6616,celebrating summer festival egypt arab region join seasonal gleam tunisia algeria egypt lebanon palestine summer call festival infuse regional stage event featuring local international musician,Art
6617,border song explores life occupation experienced palestinian child song produced independent palestinian producer samer jaradat released youtube 19 july,Art
6618,egypt eskendrella participate 2016 palestine international festival music dance year edition run 27 july 8 august feature musician across arab region,Art
6619,second event announced following high demand cairo concert zeid hamdan maryam saleh ticket 30 july concert went sale earlier month swiftly snapped prompting organiser announce second performance,Art
6620,rolling stone frontman mick jagger expecting 8th child,Art
